input,subject,subject_type,relation,object,object_type
CNN-RL模型框架如图4-15所示，模型有两个重要模块：样例选择器和关系分类器。,CNN-RL模型,,,关系分类器,
CNN-RL模型框架如图4-15所示，模型有两个重要模块：样例选择器和关系分类器。,样例选择器,,,example selector,
CNN-RL模型框架如图4-15所示，模型有两个重要模块：样例选择器和关系分类器。,关系分类器,,,relation classifier,
样例选择器负责从样例包中选择高质量的句子，然后由关系分类器从句子级特征对关系进行分类。,样例选择器,,,关系分类器从句子级特征对关系进行分类,
样例选择器负责从样例包中选择高质量的句子，然后由关系分类器从句子级特征对关系进行分类。,样例选择器,,,from sample to classify the relationship,
整个模型采用强化学习的方式，样例选择器基于一个随机策略，在考虑当前句子的选择状态情况下选择样例句子；关系分类器利用卷积神经网络对句子中的实体关系进行分类，并向样例选择器反馈，帮助其改进样例选择策略。,样例选择器,,,强化学习的方式,
整个模型采用强化学习的方式，样例选择器基于一个随机策略，在考虑当前句子的选择状态情况下选择样例句子；关系分类器利用卷积神经网络对句子中的实体关系进行分类，并向样例选择器反馈，帮助其改进样例选择策略。,样例选择器,,,基于一个随机策略,
在实验对比中，该模型获得了比句子级卷积神经网络和样例包级关系分类模型更好的结果。,语义角色分类模型,,,在实验对比中，该模型获得了比句子级卷积神经网络和样例包级关系分类模型更好的结果,
在实验对比中，该模型获得了比句子级卷积神经网络和样例包级关系分类模型更好的结果。,句子级卷积神经网络,,,sentence-level convolution neural network,
在实验对比中，该模型获得了比句子级卷积神经网络和样例包级关系分类模型更好的结果。,样例包级关系分类模型,,,example-level relation classification model,
图4-15CNN-RL模型[15]（2）Bootstrapping方法。,CNN-RL模型,,,Bootstrapping方法,
Bootstrapping方法利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中。,Bootstrapping方法,,,利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中。,
Bootstrapping方法利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中。,Bootstrapping,,,利用少量的实例作为初始种子集合，然后在种子集合上学习获得关系抽取的模板，再利用模板抽取更多的实例，加入种子集合中,
通过不断地迭代，Bootstrapping方法可以从文本中抽取关系的大量实例。,Bootstrapping,,,从文本中抽取关系的大量实例,
通过不断地迭代，Bootstrapping方法可以从文本中抽取关系的大量实例。,Bootstrapping,,,自底向上,
有很多实体关系抽取系统都采用了Bootstrapping方法。,实体关系抽取系统,,,Bootstrapping方法,
Brin等人[16]构建的DIPER利用少量实体对作为种子，从Web上大量非结构化文本中抽取新的实例，同时学习新的抽取模板，迭代地获取实体关系，是较早使用Bootstrapping方法的系统。,DIPER,,,Bootstrapping方法的系统,
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,Agichtein等人,,,Snowball关系抽取系统,
Agichtein等人[17]设计实现了Snowball关系抽取系统，该系统在DIPER系统基础上提出了模板生成和关系抽取的新策略。,Agichtein等人,,,设计实现了Snowball关系抽取系统,
在关系抽取过程中，Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合。,Snowball,,,关系抽取,
在关系抽取过程中，Snowball可以自动评价新实例的可信度，并保留最可靠的实例加入种子集合。,Snowball,,,自动评价新实例的可信度，并保留最可靠的实例加入种子集合,
Etzioni等人[18]构建了KnowItAll抽取系统，从Web文本中抽取非特定领域的事实信息，该系统关系抽取的准确率能达到90%。,KnowItAll,,,关系抽取,
此后，一些基于Bootstrapping的系统加入了更合理的模板描述、限制条件和评分策略，进一步提高了关系抽取的准确率。,基于Bootstrapping的系统,,,关系抽取,
此后，一些基于Bootstrapping的系统加入了更合理的模板描述、限制条件和评分策略，进一步提高了关系抽取的准确率。,基于Bootstrapping的系统,,,加入更合理的模板描述、限制条件和评分策略,
例如NELL系统[19]，它以初始本体和少量种子作为输入，从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能。,NELL系统,,,从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能,
例如NELL系统[19]，它以初始本体和少量种子作为输入，从大规模的Web文本中学习，并对学习到的内容进行打分来提升系统性能。,NELL系统,,,NELL,
Bootstrapping方法的优点是关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,Bootstrapping方法的优点,,,关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,
Bootstrapping方法的优点是关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,Bootstrapping方法的优点,,,关系抽取系统构建成本低,
Bootstrapping方法的优点是关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,Bootstrapping方法的优点,,,适合大规模的关系抽取任务,
Bootstrapping方法的优点是关系抽取系统构建成本低，适合大规模的关系抽取任务，并且具备发现新关系的能力。,Bootstrapping方法的优点,,,发现新关系的能力,
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping的不足之处,,,对初始种子较为敏感,
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping的不足之处,,,存在语义漂移问题,
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping的不足之处,,,结果准确率较低,
但是，Bootstrapping方法也存在不足之处，包括对初始种子较为敏感、存在语义漂移问题、结果准确率较低等。,Bootstrapping,,,自举,
4.2.3事件抽取事件是指发生的事情，通常具有时间、地点、参与者等属性。,事件,,,事件是指发生的事情,
事件的发生可能是因为一个动作的产生或者系统状态的改变。,事件的发生,,,一个动作的产生或者系统状态的改变,
事件抽取是指从自然语言文本中抽取出用户感兴趣的事件信息，并以结构化的形式呈现出来，例如事件发生的时间、地点、发生原因、参与者等。,事件抽取,,,从自然语言文本中抽取出用户感兴趣的事件信息，并以结构化的形式呈现出来,
基于一段苹果公司举办产品发布会的新闻报道，可以通过事件抽取方法自动获取报道事件的结构化信息，包括事件类型、涉及公司、发生时间及地点、所发布的产品。,事件抽取,,,自动获取报道事件的结构化信息,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,识别事件触发词及事件类型,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,抽取事件元素的同时判断其角色,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,抽出描述事件的词组或句子,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,事件属性标注,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,事件共指消解,
一般地，事件抽取任务包含的子任务有：●识别事件触发词及事件类型；●抽取事件元素的同时判断其角色；●抽出描述事件的词组或句子；●事件属性标注；●事件共指消解。,事件抽取,,,event extraction,
图4-16事件抽取示例已有的事件抽取方法可以分为流水线方法和联合抽取方法两大类。,事件抽取方法,,,流水线方法,
图4-16事件抽取示例已有的事件抽取方法可以分为流水线方法和联合抽取方法两大类。,事件抽取方法,,,联合抽取方法,
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,事件抽取的流水线方法,,,基于分类的子任务,
1.事件抽取的流水线方法流水线方法将事件抽取任务分解为一系列基于分类的子任务，包括事件识别、元素抽取、属性分类和可报告性判别；每一个子任务由一个机器学习分类器负责实施。,事件抽取的流水线方法,,,pipeline method of event extraction,
一个基本的事件抽取流水线需要的分类器包括：（1）事件触发词分类器。,分类器,,,事件触发词分类器,
一个基本的事件抽取流水线需要的分类器包括：（1）事件触发词分类器。,事件触发词分类器,,,event trigger word classifier,
判断词汇是否为事件触发词，并基于触发词信息对事件类别进行分类。,判断词汇是否为事件触发词,,,基于触发词信息对事件类别进行分类。,
（2）元素分类器。,元素分类器,,,概念/产品,
判断词组是否为事件的元素。,判断词组是否为事件的元素。,,,SPO三元组,
（3）元素角色分类器。,元素角色分类器,,,SPO三元组抽取,
判定事件元素的角色类别。,判定事件元素的角色类别。,,,概念/产品,
（4）属性分类器。,属性分类器,,,概念/产品,
判定事件的属性。,spo,,,判定事件的属性,
（5）可报告性分类器。,可报告性分类器,,,SPO三元组,
判定是否存在值得报告的事件实例。,报告事件实例的判定,,,存在值得报告的事件实例,
表4-2列出了在事件抽取过程中，触发词分类和元素分类常用的分类特征。,触发词分类常用的分类特征,,,在事件抽取过程中,
表4-2列出了在事件抽取过程中，触发词分类和元素分类常用的分类特征。,触发词分类常用的分类特征,,,分类特征,
各个阶段的分类器可以采用机器学习算法中的不同分类器，例如最大熵模型、支持向量机等。,各个阶段的分类器,,,机器学习算法中的不同分类器,
表4-2触发词分类和元素分类常用的分类特征2.事件的联合抽取方法事件抽取的流水线方法在每个子任务阶段都有可能存在误差，这种误差会从前面的环节逐步传播到后面的环节，从而导致误差不断累积，使得事件抽取的性能急剧衰减。,事件的联合抽取方法,,,事件抽取的流水线方法,
为了解决这一问题，一些研究工作提出了事件的联合抽取方法。,事件的联合抽取方法,,,研究工作提出,
在联合抽取方法中，事件的所有相关信息会通过一个模型同时抽取出来。,联合抽取方法,,,事件的所有相关信息同时抽取出来,
一般地，联合事件抽取方法可以采用联合推断或联合建模的方法，如图4-17所示。,联合事件抽取方法,,,联合推断或联合建模的方法,
一般地，联合事件抽取方法可以采用联合推断或联合建模的方法，如图4-17所示。,联合事件抽取,,,联合推断或联合建模,
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,,,建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,
联合推断方法首先建立事件抽取子任务的模型，然后将各个模型的目标函数进行组合，形成联合推断的目标函数；通过对联合目标函数进行优化，获得事件抽取各个子任务的结果。,联合推断方法,,,联合推断,
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,联合建模,,,基于概率图模型进行联合建模获得事件抽取的总体结果,
联合建模的方法在充分分析子任务间的关系后，基于概率图模型进行联合建模，获得事件抽取的总体结果。,联合建模,,,基于概率图模型进行联合建模,
具有代表性的联合建模方法是Qi_Li等人在ACL2013论文中提出的联合事件抽取模型[20]。,联合建模方法,,,联合事件抽取模型,
具有代表性的联合建模方法是Qi_Li等人在ACL2013论文中提出的联合事件抽取模型[20]。,联合建模方法,,,Qi_Li等人提出的联合事件抽取模型,
该模型将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取。,事件抽取,,,将事件触发词、元素抽取的局部特征和捕获任务之间关联的结构特征结合进行事件抽取,
在图4-18所示的事件触发词和事件元素示例中，“fired”是袭击（Attack）事件的触发词，但是由于该词本身具有歧义性，流水线方法中的局部分类器很容易将其错误分类；但是，如果考虑到“tank”很可能是袭击事件的工具（Instrument）元素，那么就比较容易判断“fired”触发的是袭击事件。,袭击,,,Attack,
此外，在流水线方法中，局部的分类器也不能捕获“fired”和“died”之间的依赖关系。,流水线方法,,,局部的分类器,
为了克服局部分类器的不足，新的联合抽取模型在使用大量局部特征的基础上，增加了若干全局特征。,联合抽取模型,,,克服局部分类器的不足,
例如，在图4-18的句子中，事件死亡（Die）和事件（Attack）的提及“died”和“fired”共享了三个参数；基于这种情况，可以定义形如图4-19所示的事件抽取全局特征。,事件抽取全局特征,,,基于“died”和“fired”共享了三个参数,
例如，在图4-18的句子中，事件死亡（Die）和事件（Attack）的提及“died”和“fired”共享了三个参数；基于这种情况，可以定义形如图4-19所示的事件抽取全局特征。,事件抽取全局特征,,,event extraction global feature,
这类全局特征可以从整体的结构中学习得到，从而使用全局的信息来提升局部的预测。,全局特征,,,整体的结构中学习得到，从而使用全局的信息来提升局部的预测,
这类全局特征可以从整体的结构中学习得到，从而使用全局的信息来提升局部的预测。,全局特征,,,global feature,
联合抽取模型将事件抽取问题转换成结构预测问题，并使用集束搜索方法进行求解。,联合抽取模型,,,结构预测问题,
联合抽取模型将事件抽取问题转换成结构预测问题，并使用集束搜索方法进行求解。,集束搜索,,,bundle search,
图4-17联合事件抽取方法图4-18事件触发词和事件元素示例图4-19事件抽取全局特征在事件抽取任务上，同样有一些基于深度学习的方法被提出。,联合事件抽取方法,,,基于深度学习的方法被提出,
图4-20展示了一个基于动态多池化卷积神经网络的事件抽取模型。,基于动态多池化卷积神经网络的事件抽取模型,,,基于动态多池化卷积神经网络的事件抽取模型,
该模型由YuboChen等人于2015年发表在ACL会议上[21]。,YuboChen,,,EMNLP-2015,
该模型由YuboChen等人于2015年发表在ACL会议上[21]。,YuboChen,,,YuboChen等人,
模型总体包含词向量学习、词汇级特征抽取、句子级特征抽取和分类器输出四个部分。,模型总体,,,词向量学习,
模型总体包含词向量学习、词汇级特征抽取、句子级特征抽取和分类器输出四个部分。,模型总体,,,词汇级特征抽取,
模型总体包含词向量学习、词汇级特征抽取、句子级特征抽取和分类器输出四个部分。,模型总体,,,句子级特征抽取,
模型总体包含词向量学习、词汇级特征抽取、句子级特征抽取和分类器输出四个部分。,模型总体,,,分类器输出,
其中，词向量学习通过无监督方式学习词的向量表示；词汇级特征抽取基于词的向量表示获取事件抽取相关的词汇线索；句子级特征抽取通过动态多池化卷积神经网络获取句子的语义组合特征；分类器输出产生事件元素的角色类别。,词向量学习,,,无监督方式学习词的向量表示,
其中，词向量学习通过无监督方式学习词的向量表示；词汇级特征抽取基于词的向量表示获取事件抽取相关的词汇线索；句子级特征抽取通过动态多池化卷积神经网络获取句子的语义组合特征；分类器输出产生事件元素的角色类别。,词汇级特征抽取,,,基于词的向量表示获取事件抽取相关的词汇线索,
其中，词向量学习通过无监督方式学习词的向量表示；词汇级特征抽取基于词的向量表示获取事件抽取相关的词汇线索；句子级特征抽取通过动态多池化卷积神经网络获取句子的语义组合特征；分类器输出产生事件元素的角色类别。,句子级特征抽取,,,动态多池化卷积神经网络获取句子的语义组合特征,
其中，词向量学习通过无监督方式学习词的向量表示；词汇级特征抽取基于词的向量表示获取事件抽取相关的词汇线索；句子级特征抽取通过动态多池化卷积神经网络获取句子的语义组合特征；分类器输出产生事件元素的角色类别。,分类器输出,,,产生事件元素的角色类别,
在CNN方法的结果。,CNN方法,,,抽取概念,
ACE2005英文数据集上的实验表明，该模型获得了优于传统方法和其他图4-20基于动态多池化卷积神经网络的事件抽取模型4.3面向结构化数据的知识抽取垂直领域的知识往往来源于支撑企业业务系统的关系数据库，因此，从数据库这种结构化数据中抽取知识也是一类重要的知识抽取方法。,面向结构化数据的知识抽取,,,从数据库这种结构化数据中抽取知识,
在该领域，已经有一些标准和工具支持将数据库数据转化为RDF数据、OWL本体等。,标准,,,将数据库数据转化为RDF数据、OWL本体,
W3C的RDB2RDF工作组于2012年发布了两个推荐的RDB2RDF映射语言：DM（Direct_Mapping，直接映射）和R2RML。,R2RML,,,W3C的RDB2RDF工作组于2012年发布的两个推荐的RDB2RDF映射语言,
W3C的RDB2RDF工作组于2012年发布了两个推荐的RDB2RDF映射语言：DM（Direct_Mapping，直接映射）和R2RML。,R2RML,,,直接映射,
DM和R2ML映射语言用于定义关系数据库中的数据如何转换为RDF数据的各种规则，具体包括URI的生成、RDF类和属性的定义、空节点的处理、数据间关联关系的表达等。,DM和R2ML映射语言,,,定义关系数据库中的数据如何转换为RDF数据的各种规则,
4.3.1直接映射直接映射规范定义了一个从关系数据库到RDF图数据的简单转换，为定义和比较更复杂的转换提供了基础。,直接映射,,,规范,
4.3.1直接映射直接映射规范定义了一个从关系数据库到RDF图数据的简单转换，为定义和比较更复杂的转换提供了基础。,直接映射,,,direct mapping,
它也可用于实现RDF图或定义虚拟图，可以通过SPARQL查询或通过RDF图API访问。,SPARQL查询,,,实现RDF图或定义虚拟图,
直接映射将关系数据库表结构和数据直接转换为RDF图，关系数据库的数据结构直接反映在RDF图中。,直接映射,,,关系数据库表结构和数据直接转换为RDF图,
直接映射将关系数据库表结构和数据直接转换为RDF图，关系数据库的数据结构直接反映在RDF图中。,直接映射,,,direct mapping,
直接映射的基本规则包括：●数据库中的表映射为RDF类；●数据库中表的列映射为RDF属性；●数据库表中每一行映射为一个资源或实体，创建IRI；●数据库表中每个单元格的值映射为一个文字值（Literal_Value）；如果单元格的值对应一个外键，则将其替换为外键值指向的资源或实体的IRI。,直接映射的基本规则,,,直接映射的五大基本规则,
下面给出一个简单的例子，解释直接映射的基本思路。,直接映射,,,概念/产品,
首先，假设通过SQL语句创建图4-21中的两个数据库表。,SQL创建表,,,通过SQL语句创建图4-21中的两个数据库表,
首先，假设通过SQL语句创建图4-21中的两个数据库表。,SQL语句,,,创建图4-21中的两个数据库表,
"创建数据库表的SQL语句如下：基于直接映射标准，上述两个表可以输出如下的RDF数据：图4-21数据库表在直接映射过程中，数据库表中的每一行（例如People表中的<7,“Bob”,18>）产生了一组具有共同主语（subject）的三元组。",基于直接映射标准,,,based on direct mapping standard,
"创建数据库表的SQL语句如下：基于直接映射标准，上述两个表可以输出如下的RDF数据：图4-21数据库表在直接映射过程中，数据库表中的每一行（例如People表中的<7,“Bob”,18>）产生了一组具有共同主语（subject）的三元组。",People表,,,数据库表,
主语是由IRI前缀和表名（People）、主键列名（ID）、主键值（7）串联而成的IRI。,主语,,,IRI前缀和表名（People）、主键列名（ID）、主键值（7）串联而成的IRI。,
主语是由IRI前缀和表名（People）、主键列名（ID）、主键值（7）串联而成的IRI。,主语,,,subject,
每列的谓词是由IRI前缀和表名、列名连接形成的IRI。,谓词,,,IRI前缀和表名、列名连接形成,
每列的谓词是由IRI前缀和表名、列名连接形成的IRI。,谓词,,,IRI前缀和表名、列名连接形成的IRI,
这些值是从列值的词汇形式形成的RDF文字。,列值的词汇形式形成的RDF文字,,,属于RDF文字,
这些值是从列值的词汇形式形成的RDF文字。,列值的词汇形式形成的RDF文字,,,RDF文字,
每个外键都会生成一个三元组，其谓词由外键列名、引用表和引用的列名组成。,三元组,,,会生成一个三元组,
每个外键都会生成一个三元组，其谓词由外键列名、引用表和引用的列名组成。,三元组,,,一个外键都会生成一个三元组，其谓词由外键列名、引用表和引用的列名组成。,
这些三元组的宾语是被引用三元组的行标识符（例如<Addresses/ID=18>）。,被引用三元组的行标识符,,,宾语,
这些三元组的宾语是被引用三元组的行标识符（例如<Addresses/ID=18>）。,宾语,,,被引用三元组的行标识符（例如<Addresses/ID=18>）。,
直接映射不会为NULL值生成三元组。,直接映射,,,为NULL值生成三元组,
4.3.2R2RMLR2RML映射语言是一种用于表示从关系数据库到RDF数据集的自定义映射的语言。,R2RML映射语言,,,用于表示从关系数据库到RDF数据集的自定义映射的语言,
4.3.2R2RMLR2RML映射语言是一种用于表示从关系数据库到RDF数据集的自定义映射的语言。,R2RML,,,R2RML映射语言,
这种映射提供了在RDF数据模型下查看现有关系型数据的能力，并且可以基于用户自定义的结构和目标词汇表示原有的关系型数据。,OWL_ONR,,,在RDF数据模型下查看现有关系型数据的能力,
这种映射提供了在RDF数据模型下查看现有关系型数据的能力，并且可以基于用户自定义的结构和目标词汇表示原有的关系型数据。,映射,,,map,
在数据库的直接映射中，生成的RDF图的结构直接反映了数据库的结构，目标RDF词汇直接反映数据库模式元素的名称，结构和目标词汇都不能改变。,RDF图,,,数据库的直接映射,
在数据库的直接映射中，生成的RDF图的结构直接反映了数据库的结构，目标RDF词汇直接反映数据库模式元素的名称，结构和目标词汇都不能改变。,数据库的直接映射,,,direct mapping of database,
然而，通过使用R2RML，用户可以在关系数据上灵活定制视图。,R2RML,,,关系数据定制视图,
然而，通过使用R2RML，用户可以在关系数据上灵活定制视图。,R2RML,,,在关系数据上灵活定制视图,
每个R2RML映射都针对特定的数据库模式和目标词汇量身定制。,R2RML映射,,,针对特定的数据库模式和目标词汇量身定制,
R2RML映射的输入是符合该模式的关系数据库，输出是采用目标词汇表中谓词和类型描述的RDF数据集。,R2RML映射,,,关系数据库,
R2RML映射的输入是符合该模式的关系数据库，输出是采用目标词汇表中谓词和类型描述的RDF数据集。,R2RML映射,,,R2RML mapping,
R2RML映射是通过逻辑表（Logic_Tables）从数据库中检索数据的。,R2RML映射,,,逻辑表（Logic_Tables）从数据库中检索数据,
R2RML映射是通过逻辑表（Logic_Tables）从数据库中检索数据的。,逻辑表,,,Logic_Tables,
一个逻辑表可以是数据库中的一个表、视图或有效的SQL语句查询。,一个逻辑表,,,数据库中的一个表、视图或有效的SQL语句查询,
每个逻辑表通过三元组映射（Triples_Map）映射至RDF数据，而三元组映射是可以将逻辑表中每一行映射为若干RDF三元组的规则。,三元组映射,,,将逻辑表中每一行映射为若干RDF三元组的规则,
每个逻辑表通过三元组映射（Triples_Map）映射至RDF数据，而三元组映射是可以将逻辑表中每一行映射为若干RDF三元组的规则。,三元组映射,,,Triples_Map,
“逻辑表”突破了关系数据库表的物理结构的限制，为不改变数据库原有的结构而灵活地按需生成RDF数据奠定了基础。,“逻辑表”,,,为不改变数据库原有的结构而灵活地按需生成RDF数据奠定了基础,
“逻辑表”突破了关系数据库表的物理结构的限制，为不改变数据库原有的结构而灵活地按需生成RDF数据奠定了基础。,“逻辑表”,,,logical table,
三元组映射的规则主要包括两个部分，一个主语映射和多个谓词-宾语映射。,三元组映射的规则,,,主语映射和多个谓词-宾语映射,
三元组映射的规则主要包括两个部分，一个主语映射和多个谓词-宾语映射。,三元组映射的规则,,,一个主语映射和多个谓词-宾语映射,
主语映射从逻辑表生成所有RDF三元组中的主语，通常使用基于数据库表中的主键生成的IRI表示。,主语映射,,,基于数据库表中的主键生成RDF三元组中的主语,
主语映射从逻辑表生成所有RDF三元组中的主语，通常使用基于数据库表中的主键生成的IRI表示。,主语映射,,,from logical table generate all RDF triples of subject,
谓词-宾语映射则包含了谓词映射和宾语映射，其过程与主语映射相似。,谓词-宾语映射,,,谓词映射和宾语映射,
谓词-宾语映射则包含了谓词映射和宾语映射，其过程与主语映射相似。,谓词-宾语映射,,,predicate-object mapping,
图4-22中给出了一个示例数据库，其包含两个表，分别是雇用表和部门表。,图4-22中给出的一个示例数据库,,,两个表,
将上述数据库映射为RDF数据，期望的输出结果如下：图4-22示例数据库为了生成期望的输出结果，可以基于R2RML定义如下所示的映射文档：在上述例子中，为了将图4-22中的DEPT表中数据转换为RDF数据，可以基于SQL语句查询定义一个R2RML视图，然后基于该视图定义R2RML映射文档。,R2RML视图,,,将上述数据库映射为RDF数据,
将上述数据库映射为RDF数据，期望的输出结果如下：图4-22示例数据库为了生成期望的输出结果，可以基于R2RML定义如下所示的映射文档：在上述例子中，为了将图4-22中的DEPT表中数据转换为RDF数据，可以基于SQL语句查询定义一个R2RML视图，然后基于该视图定义R2RML映射文档。,R2RML,,,将上述数据库映射为RDF数据,
用于创建R2RML视图的SQL语句如下所示。,创建R2RML视图的SQL语句,,,用于创建R2RML视图的SQL语句,
用于DEPT表数据转换的R2RML映射文档如下所示。,R2RML映射文档,,,用于DEPT表数据转换,
此外，为了生成谓词ex:department的三元组，需要将EMP和DEPT表进行连接，可以通过定义下面的映射实现。,EMP,,,将EMP和DEPT表进行连接,
此外，为了生成谓词ex:department的三元组，需要将EMP和DEPT表进行连接，可以通过定义下面的映射实现。,等价,,,等价,
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",SPARQL,,,基于本体的数据库访问,
"4.3.3相关工具目前，有许多工具支持以访问知识图谱的形式直接访问关系数据库，可以直接使用语句查询数据库中的信息；这类工具也常被称为基于本体的数据库访问SPARQL（Ontology_Based_Database_Access,OBDA）系统。",SPARQL,,,"Ontology_Based_Database_Access,OBDA",
这里介绍几种重要的OBDA系统，表4-3列出了这些系统的主要特性。,OBDA系统,,,表4-3列出了这些系统的主要特性,
这里介绍几种重要的OBDA系统，表4-3列出了这些系统的主要特性。,OBDA,,,Ontology-based Data Access,
表4-3OBDA系统的主要特性对比（1）D2RQ[22]。,D2RQ,,,OBDA系统的主要特性对比,
表4-3OBDA系统的主要特性对比（1）D2RQ[22]。,D2RQ,,,数据到资源的查询,
D2RQ是较早开发和发布的OBDA系统，它可以将关系数据库以RDF形式发布，其平台框架如图4-23所示。,D2RQ,,,较早开发和发布的OBDA系统,
D2RQ是较早开发和发布的OBDA系统，它可以将关系数据库以RDF形式发布，其平台框架如图4-23所示。,D2RQ,,,较早开发和发布的OBDA系统,
其中，D2R_Server是一个HTTP_Server，主要功能提供对RDF数据的查询访问接口，供上层的RDF浏览器、SPARQL查询客户端以及HTML浏览器调用。,D2R_Server,,,HTTP_Server,
其中，D2R_Server是一个HTTP_Server，主要功能提供对RDF数据的查询访问接口，供上层的RDF浏览器、SPARQL查询客户端以及HTML浏览器调用。,D2R_Server,,,等价,
D2R_Server使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式，与本章前面介绍的映射语言十分相似。,D2R_Server,,,可定制的D2RQ映射文件,
D2R_Server使用了一种可定制的D2RQ映射文件将关系数据库内容映射为RDF格式，与本章前面介绍的映射语言十分相似。,D2R_Server,,,D2R Server,
基于D2RQ映射，Web端的请求被重写为SQL查询，这种即时转换允许从大型实时数据库发布RDF，而无须将数据复制到专用的RDF三元组存储中。,基于D2RQ映射,,,Web端的请求重写为SQL查询,
此外，D2RQ系统还部分支持R2RML映射。,D2RQ系统,,,支持R2RML映射,
（2）Mastro[23]。,Mastro,,,SPO三元组,
Mastro是一个基于Java语言开发的OBDA系统，系统中的本体使用属于DL-Lite轻量级描述逻辑系列的语言定义，通过数据库和本体元素之间的映射，用户可以通过SPARQL查询数据库。,Mastro,,,基于Java语言开发的OBDA系统,
Mastro数据源管理器支持与最流行的商业和非商业DBMS的交互。,Mastro数据源管理器,,,支持与最流行的商业和非商业DBMS的交互。,
除此之外，还为Oracle、DB2、SQLServer、MySQL和PostgreSQL提供支持。,Elasticsearch,,,为Oracle、DB2、SQLServer、MySQL和PostgreSQL提供支持,
图4-23D2RQ平台框架[22]图4-24Mastro系统结构[23]（3）Ultrawrap[24]。,D2RQ平台,,,图4-23D2RQ平台框架,
Ultrawrap是一个商业化系统，其系统结构如图4-25所示，主要包含编译器和服务器两部分。,Ultrawrap,,,商业化系统,
其中，编译器负责建立数据库到RDF和OWL的映射；服务器负责在数据库上执行SPARQL查询。,编译器,,,建立数据库到RDF和OWL的映射,
其中，编译器负责建立数据库到RDF和OWL的映射；服务器负责在数据库上执行SPARQL查询。,编译器,,,建立数据库到RDF和OWL的映射,
其中，编译器负责建立数据库到RDF和OWL的映射；服务器负责在数据库上执行SPARQL查询。,服务器,,,在数据库上执行SPARQL查询,
Ultrawrap在执行SPARQL查询时可以获得与SQL语句查询相同的速度，它支持R2RML和D2RQ映射，并为用户提供图形界面个性化定制映射。,Ultrawrap,,,执行SPARQL查询,
Ultrawrap在执行SPARQL查询时可以获得与SQL语句查询相同的速度，它支持R2RML和D2RQ映射，并为用户提供图形界面个性化定制映射。,Ultrawrap,,,执行SPARQL查询,
