input,subject,subject_type,relation,object,object_type
2018年3月，谷歌公司的所有基础正确答案中取最大值QAnet[40]达到了F1=89.737，非常接近人工对比指标F1=91.221。,QAnet,,,谷歌公司的基础正确答案,
2018年3月，谷歌公司的所有基础正确答案中取最大值QAnet[40]达到了F1=89.737，非常接近人工对比指标F1=91.221。,QAnet,,,谷歌公司的所有基础正确答案中取最大值,
在此之前，斯坦福大学还发布过Web_Question数据集[41]。,斯坦福大学问答数据集,,,斯坦福大学发布过Web_Question数据集,
在Web_Questions数据集上的F1值为31.3%，后续不少研究者在Web_Questions提出了一些新Jain提出的Factual的有效模型，F1值逐年更新。,F1值,,,在Web_Questions数据集上的F1值为31.3%,
在Web_Questions数据集上的F1值为31.3%，后续不少研究者在Web_Questions提出了一些新Jain提出的Factual的有效模型，F1值逐年更新。,F1,,,Factual的有效模型,
在Web_Questions数据集上的F1值为31.3%，后续不少研究者在Web_Questions提出了一些新Jain提出的Factual的有效模型，F1值逐年更新。,Jain,,,在Web_Questions数据集上的F1值为31.3%,
目前，效果最好的模型是Sarthak_Memory_Network模型[42]，该模型的平均精确度为55.2%，平均召回率为64.9%，平均精确度和平均召回率的F1值为59.7%，平均F1值为55.7%。,Sarthak_Memory_Network模型,,,效果最好的模型,
目前，效果最好的模型是Sarthak_Memory_Network模型[42]，该模型的平均精确度为55.2%，平均召回率为64.9%，平均精确度和平均召回率的F1值为59.7%，平均F1值为55.7%。,Sarthak_Memory_Network模型,,,Sarthak_Memory_Network,
5.Quora_QA：评价问题相似度计算Quora于2017年在Kaggle发布的数据集包含约40万个问题对，每个问题包含两个问题ID和原始文本，另外还有一个数字标记这两个问题是否等价，即对应到同一个意图的上。,Quora_QA,,,评价问题相似度计算,
5.Quora_QA：评价问题相似度计算Quora于2017年在Kaggle发布的数据集包含约40万个问题对，每个问题包含两个问题ID和原始文本，另外还有一个数字标记这两个问题是否等价，即对应到同一个意图的上。,Quora_QA,,,评价问题相似度计算Quora于2017年在Kaggle发布的数据集,
这个数据集主要用于验证社区问答或FAQ问答的语义相似度计算算法，目前在Kaggle上的竞赛结果最优者的Logloss已经达到0.11。,语义相似度计算算法,,,验证社区问答或FAQ问答的语义相似度计算,
这个数据集主要用于验证社区问答或FAQ问答的语义相似度计算算法，目前在Kaggle上的竞赛结果最优者的Logloss已经达到0.11。,语义相似度计算算法,,,semantic similarity algorithm,
这个数据集来自社区问答网站Quora，这种规模抽样的数据的确存在少量噪声问题且话题分布并不一定与Quora网站的问题分布一致。,Quora,,,社区问答网站,
"另外，社区问答中只有少量问题是真正等价，因此通过C(n,2)随机组合抽取两个问题，绝大多数问题对也不应该等价。",等价问答,,,社区问答,
"另外，社区问答中只有少量问题是真正等价，因此通过C(n,2)随机组合抽取两个问题，绝大多数问题对也不应该等价。",等价,,,equivalence,
"另外，社区问答中只有少量问题是真正等价，因此通过C(n,2)随机组合抽取两个问题，绝大多数问题对也不应该等价。",英文名,,,"C(n,2)",
这40万条数据首先加入了大量正例（等价的问题对），然后利用“related_question”关系添加了负例（相关但不等价的问题对），这样才形成一个相对平衡的训练数据集。,正例,,,加入大量正例,
这40万条数据首先加入了大量正例（等价的问题对），然后利用“related_question”关系添加了负例（相关但不等价的问题对），这样才形成一个相对平衡的训练数据集。,负例,,,添加负例,
Elkhan_Dadashov[43]在Quora_QA数据集上尝试了多种不同的LSTM模型，最好的模型的F1值达到了79.5%，准确率还到了83.8%。,Elkhan_Dadashov,,,在Quora_QA数据集上尝试了多种不同的LSTM模型，最好的模型的F1值达到了79.5%，准确率还到了83.8%。,
6.SemEval：词义消歧评测SemEval是由ACL词汇与语义小组组织的词汇与语义计算领域的国际权威技术竞赛。,SemEval,,,词义消歧评测,
6.SemEval：词义消歧评测SemEval是由ACL词汇与语义小组组织的词汇与语义计算领域的国际权威技术竞赛。,SemEval,,,词义消歧评测,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,词汇语义评测任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,推特语义分析任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,空间角色标注任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,组合名词的自由复述任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,文本蕴涵识别任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,中文信息处理大赛,,,多语种的词义消歧任务,
从1998年开始举办，竞赛包括多方面不同的词汇语义评测任务，如文本语义相似度计算、推特语义分析、空间角色标注、组合名词的自由复述、文本蕴涵识别、多语种的词义消歧等。,信息检索语言,,,Information Retrieval Language,
2018的Sameval比赛包含12个任务，主要包括以下几方面的内容：（1）推特情感与创造性语句分析。,Sameval比赛,,,2018的Sameval比赛包含12个任务,
该部分的处理对象来自推特的社交文本数据，其中涵盖英语、阿拉伯语以及西班牙语等多种语言的文本。,推特的社交文本数据,,,处理对象,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,分析的定位,,,情感分析,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,分析的定位,,,符号预测,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,分析的定位,,,反讽语义识别,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,情感分析,,,emotion analysis,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,符号预测,,,symbol prediction,
分析的定位包括情感分析（情感的强弱、喜怒哀乐等类型的判断、情绪的积极消极以及识别推文中涵盖的多个情感类型）、符号预测（预测推文中可能嵌入的表情图片或颜文字）、反讽语义识别（识别推文中的讽刺表达）。,反讽语义识别,,,irony semantic recognition,
（2）实体关联。,SPO,,,实体关联,
该部分包含两个子任务。,该部分,,,子任务,
一个子任务是多人对话中的人物识别，目标是识别对话中提及的所有人物。,一个子任务,,,多人对话中的人物识别,
一个子任务是多人对话中的人物识别，目标是识别对话中提及的所有人物。,一个子任务是多人对话中的人物识别,,,recognize all the characters in a multi-person dialogue,
值得一提的是，这些人物并不一定是对话中的某个谈话者，可能是他们提及的其他人。,人物,,,对话中的某个谈话者,
值得一提的是，这些人物并不一定是对话中的某个谈话者，可能是他们提及的其他人。,谈话者,,,interlocutor,
如图8-18所示的多人对话场景，Ross提到的“mom”并不是参与对话的某人，而是Judy。,多人对话场景,,,Ross提到的“mom”并不是参与对话的某人，而是Judy,
如何有效地识别出对话中提及人物的字符具体指向什么人物实体，是本任务需要解决的重要问题之一。,对话中提及人物的字符,,,有效识别出人物实体,
另一个子任务则是面向事件的识别以及分析，针对给定的问题，从给定文本中找出问题相关的一个事件或多个事件，以及参与角色之间的关系。,面向事件的识别以及分析,,,概念/产品,
另一个子任务则是面向事件的识别以及分析，针对给定的问题，从给定文本中找出问题相关的一个事件或多个事件，以及参与角色之间的关系。,面向事件的识别以及分析,,,event or multiple events,
图8-18多人对话场景示例（3）信息抽取。,多人对话,,,信息抽取,
该部分介绍的信息抽取包含关系（关系抽取与分类）、时间（基于语义分析的时间标准化）等。,信息抽取,,,关系（关系抽取与分类）、时间（基于语义分析的时间标准化）,
如图8-19所示为时间信息的语义解析示例，对于文本“metevery_other_Saturday_since_March_6”，其中的时间信息被解析为时间点与时间段并标准化表示出来。,时间信息的语义解析示例,,,时间信息的语义解析,
如图8-19所示为时间信息的语义解析示例，对于文本“metevery_other_Saturday_since_March_6”，其中的时间信息被解析为时间点与时间段并标准化表示出来。,时间点,,,every_other_Saturday_since_March_6,
图8-19时间信息的语义解析示例（4）词汇语义学。,时间信息的语义解析,,,词汇语义学,
图8-19时间信息的语义解析示例（4）词汇语义学。,词汇语义学,,,semantic analysis,
该部分从词汇语义的角度入手，提出了用于反映词汇之间高度关系的上位调发现以及判别属性识别。,上位调发现以及判别属性识别,,,词汇语义,
该部分从词汇语义的角度入手，提出了用于反映词汇之间高度关系的上位调发现以及判别属性识别。,上位调发现,,,overlap discovery,
该部分从词汇语义的角度入手，提出了用于反映词汇之间高度关系的上位调发现以及判别属性识别。,属性识别,,,attribute recognition,
与传统计算词汇语义相似不同，本任务关注词的语义相异性，目标是预测一个词是其他词的一个判别属性。,本任务,,,预测一个词是其他词的一个判别属性,
与传统计算词汇语义相似不同，本任务关注词的语义相异性，目标是预测一个词是其他词的一个判别属性。,本任务,,,预测一个词是其他词的一个判别属性,
例如，给定词语“香蕉”与“苹果”，词语“红色”可以作为判别属性区分两者的相异性。,判别属性,,,区分两者的相异性,
例如，给定词语“香蕉”与“苹果”，词语“红色”可以作为判别属性区分两者的相异性。,等价,,,相异性,
红色是苹果的一个颜色属性，但是与香蕉无关。,红色,,,苹果的颜色属性,
红色是苹果的一个颜色属性，但是与香蕉无关。,红色,,,颜色属性,
红色是苹果的一个颜色属性，但是与香蕉无关。,苹果,,,一个颜色属性,
红色是苹果的一个颜色属性，但是与香蕉无关。,香蕉,,,无关,
（5）阅读理解与推理。,阅读理解与推理,,,SPO三元组,
该部分由两个子任务构成，一个子任务是研究任务包括如何利用常识完成文本阅读理解，另一个子任务是通过推理方式对给定的由声明和理由组成的论点，从两个候选论据中选出正确的论据。,研究任务,,,如何利用常识完成文本阅读理解,
该部分由两个子任务构成，一个子任务是研究任务包括如何利用常识完成文本阅读理解，另一个子任务是通过推理方式对给定的由声明和理由组成的论点，从两个候选论据中选出正确的论据。,研究任务,,,文本阅读理解,
该部分由两个子任务构成，一个子任务是研究任务包括如何利用常识完成文本阅读理解，另一个子任务是通过推理方式对给定的由声明和理由组成的论点，从两个候选论据中选出正确的论据。,子任务,,,推理方式组成论点,
8.5KBQA前沿技术目前还存在两个很大的困难阻碍着KBQA系统被广泛应用。,KBQA系统,,,被广泛应用,
一个困难是现有的自然语言理解技术在处理自然语言的歧义性和复杂性方面还显得比较薄弱。,自然语言理解技术,,,处理自然语言的歧义性和复杂性方面还显得比较薄弱,
例如，有时候一句话系统可以理解，但是换一个说法就不能理解了。,一句话系统,,,理解,
例如，有时候一句话系统可以理解，但是换一个说法就不能理解了。,一句话系统,,,理解,
另一个困难是此类系统需要大量的领域知识来理解自然语言问题，而这些一般都需要人工输入。,问答系统,,,需要大量的领域知识来理解自然语言问题,
另一个困难是此类系统需要大量的领域知识来理解自然语言问题，而这些一般都需要人工输入。,本体语义检索,,,ontology semantic retrieval,
一些系统需要开发一个专用于一个领域的基于句法或者语义的语法分析器。,基于句法或者语义的语法分析器,,,系统需要开发一个专用于一个领域的,
许多系统都引入了一个用户词典或者映射规则，用来将用户的词汇或说法映射到系统本体的词汇表或逻辑表达式中。,用户词典,,,将用户的词汇或说法映射到系统本体的词汇表或逻辑表达式中,
通常还需要定义一个世界模型（World_Model），来指定词典或本体中词汇的上下位关系和关系参数类型的限制。,世界模型,,,定义词汇上下位关系和关系参数类型的限制,
通常还需要定义一个世界模型（World_Model），来指定词典或本体中词汇的上下位关系和关系参数类型的限制。,世界模型,,,World_Model,
这些工作都是非常消耗人力的。,信息检索,,,信息检索的五大用途,
以下围绕KBQA的关键阶段——“构建查询”，说明KBQA面临的挑战，然后介绍几种典型的解决方案。,KBQA的关键阶段——“构建查询”,,,构建查询面临的挑战,
8.5.1KBQA面临的挑战图8-20反映了KBQA中一个简化的“问题→答案”映射过程，自然语言问题在关联知识库之前，需要转换成结构化查询，利用查询从知识图谱中找到答案后，还需要考虑一个自然语言答案生成的过程。,KBQA,,,“问题→答案”映射过程,
这个过程中的主要挑战在于如何将自然语言表达映射到知识库的查询，也就是Question2Query语义理解。,Question2Query,,,将自然语言表达映射到知识库的查询,
图8-20问题到答案的映射过程1.多样的概念映射机制也就是将自然语言表达的查询语义映射知识库的原子查询。,多样的概念映射机制,,,将自然语言表达的查询语义映射知识库的原子查询,
图8-20问题到答案的映射过程1.多样的概念映射机制也就是将自然语言表达的查询语义映射知识库的原子查询。,多样的概念映射机制,,,diversified concept mapping mechanism,
自然语言的表达的语义包罗万象，常见语义映射现象如表8-3所示。,自然语言的表达的语义,,,语义映射现象,
自然语言的表达的语义包罗万象，常见语义映射现象如表8-3所示。,等价,,,equivalence,
表8-3常见的语义映射现象2.不完美的知识库首先，知识库未必全都是结构化的数据，还有大量的知识存在于文本中。,知识库,,,不完美的知识库,
表8-3常见的语义映射现象2.不完美的知识库首先，知识库未必全都是结构化的数据，还有大量的知识存在于文本中。,等价,,,equivalence,
这需要有动态知识抽取解决方案。,动态知识抽取,,,解决方案,
其次，知识库的知识组织机制各不相同，同样的知识在不同的知识库中未必会采用同样的结构，例如三元组（英国，加入欧盟的时间，1973）等价于四个三元组（事件1，加入方，英国）（事件1，被加入方，欧盟）（事件1，年份，1973）（事件1，类型，加入组织），这样也为查询制造了困难。,知识组织机制,,,不同的知识不同的知识库中未必会采用同样的结构,
再次，用户使用的语言以及知识库采用的工作语言也会影响语义理解，例如用中文查询英文的DBpedia，从中文的关系名称映射到英文的实体属性就不简单。,语义理解,,,semantic understanding,
再次，用户使用的语言以及知识库采用的工作语言也会影响语义理解，例如用中文查询英文的DBpedia，从中文的关系名称映射到英文的实体属性就不简单。,中文的关系名称,,,英文的实体属性,
最后，知识库本身并不是完整的，而用户的预期却是希望能找到答案，这样如何判定找不到答案从而避免答非所问也是很重要的。,知识问答,,,找不到答案从而避免答非所问,
3.泛化语义理解的预期当用户使用知识问答时，常见的抱怨就是同一个问题换一种说法就无法理解了。,泛化语义理解的预期,,,知识问答,
这个问题在智能客服中尤其明显，在保障精确度的前提下智能客服应该匹配尽量可解答的问题。,智能客服,,,保障精确度的前提下智能客服应该匹配尽量可解答的问题,
泛化问题通常可以从词语和句子两个层面来研究。,泛化问题,,,词语和句子两个层面来研究,
（1）词语层面的泛化匹配[44]。,词语层面的泛化匹配,,,概念/产品,
①命名实体的不同说法，例如“上海”对应“沪”，需要从网络或领域专家获取背景知识，而“交通银行股份有限公司”可以通过简单的规则得到简称“交通银行”。,“上海”,,,命名实体的不同说法,
②生成实体（日期，地址等）的不同说法。,生成实体（日期，地址等）的不同说法。,,,SPO三元组,
例如“2018年1月1日”和“2018年元旦”。,“2018年1月1日”,,,时间,
例如“2018年1月1日”和“2018年元旦”。,“2018年元旦”,,,时间,
注意，生成实体的识别和解析可以通过常规的语法分析工具达成，但是中英文数字的混合、语音识别错误等现象会令解析难度提升。,生成实体的识别和解析,,,常规的语法分析工具,
③实体分类和属性或关系的不同说法。,实体分类,,,属性的不同说法,
③实体分类和属性或关系的不同说法。,实体分类,,,关系的不同说法,
例如“还活着吗”对应“死亡日期”，这样的平行语料学习不但可以通过基于知识图谱的关系抽取结果来充实，也可以利用深度学习的分布式表示Embedding来计算。,基于知识图谱的关系抽取,,,平行语料学习,
另外，这些语料的目标是建立从自然语言表示到知识图谱表示的映射，所以部分词汇还应该直接映射到知识图谱的实体分类和实体（描述或关系）属性上。,语料的五大用途或特点,,,建立从自然语言表示到知识图谱表示的映射,
另外，这些语料的目标是建立从自然语言表示到知识图谱表示的映射，所以部分词汇还应该直接映射到知识图谱的实体分类和实体（描述或关系）属性上。,语料,,,建立从自然语言表示到知识图谱表示的映射,
还要注意对知识图谱本体的语义融合归一化处理，例如在Wikidata里没有统一的“水果”分类，这样就不能通过简单的实体分类获取完整的水果列表。,知识图谱本体,,,语义融合归一化处理,
（2）句子层面的泛化处理。,句子层面的泛化处理。,,,信息检索,
主要是判断问题的语义相似度（Question-QuestionSimilarity）[44]，常用思路通常采用语言模型、机器翻译模型、句子主题分析模型、句子结构相似度分析模型、基于知识图谱的句子成分相似度模型等，SemEval的Task1和Task3_SubTaskB[45]都对这一方面的关键技术做了评测。,语义相似度,,,判断问题的语义相似度,
句子问题相似度算法可以被封装为独立的计算模块，然后将语法分析和前面基于知识图谱的语义解析结果作为特征交给基于LSTM的模型[46]计算相似度。,句子问题相似度算法,,,独立的计算模块,
句子问题相似度算法可以被封装为独立的计算模块，然后将语法分析和前面基于知识图谱的语义解析结果作为特征交给基于LSTM的模型[46]计算相似度。,句子问题相似度算法,,,sentence question similarity algorithm,
8.5.2基于模板的方法基于模板（Template）或模式（Pattern）的问答系统定义了一组带变量的模板，直接匹配问题文本形成查询表达式。,基于模板的方法,,,基于模板（Template）或模式（Pattern）的问答系统定义了一组带变量的模板，直接匹配问题文本形成查询表达式。,
这样简化了问题分析的步骤，并且通过预制的查询模板替代了本体映射。,ELK,,,问题分析的步骤,
这样简化了问题分析的步骤，并且通过预制的查询模板替代了本体映射。,SPO,,,subject,
这样做的优势包括：简单可控，适于处理只有一个查询条件的简单问题；绕过了语法解析的脆弱性。,Elasticsearch,,,简单可控，适于处理只有一个查询条件的简单问题,
这个方案在工业中得到广泛的应用。,方案,,,工业中得到广泛的应用,
图8-21描述了一个TrueKnowledge[47]模板示例，其中包含了以下步骤，首先使用已知的模板成分匹配句子中的内容，包括疑问词（What、Which，反映问题的意图），以及部分已知的模板（is_a_present_central_form_of，某些固定表达词组），对于未知成分则使用变量字符加以替换（固定表达前后的a、y等），这种模板可以实现一对多的问题覆盖效果。,TrueKnowledge,,,TrueKnowledge,
图8-21TrueKnolwedge的模板举例[47]TBSL[48]在QALD_2012测评任务中提出了一种联合使用语义结构分析以及自然语言词汇—URI间映射的问答方法。,TBSL,,,TrueKnowledge,
根据模板匹配结果生成多组可能的SPARQL查询，通过筛选这些查询，最终生成答案并返回给用户。,根据模板匹配结果生成多组可能的SPARQL查询,,,生成答案并返回给用户,
根据模板匹配结果生成多组可能的SPARQL查询，通过筛选这些查询，最终生成答案并返回给用户。,SPO,,,semantic_pattern_oriented,
在基于模板的知识问答框架中，模板一般没有统一的标准或格式，只需结合知识图谱的结构以及问句的句式进行构建即可。,基于模板的知识问答框架,,,没有统一的标准或格式,
TBSL中的模板定义为SPARQL查询模板。,TBSL中的模板,,,SPARQL查询模板,
图8-22典型的TBSL框架流程TBSL方法有两个重要的步骤：模板生成和模板实例化。,TBSL方法,,,模板生成,
图8-22典型的TBSL框架流程TBSL方法有两个重要的步骤：模板生成和模板实例化。,TBSL方法,,,模板实例化,
模板生成步骤解析问句结构并生成对应的SPARQL查询模板，该查询模板中可能包含过滤和聚合操作。,模板生成步骤,,,解析问句结构并生成对应的SPARQL查询模板,
模板生成步骤解析问句结构并生成对应的SPARQL查询模板，该查询模板中可能包含过滤和聚合操作。,模板生成步骤,,,解析问句结构并生成对应的SPARQL查询模板,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,生成模板,,,获取自然语言问题中每个单词的词性标签,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,生成模板,,,基于词性标签和语法规则表示问句,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,生成模板,,,利用与领域相关或与领域无关的词汇辅助分析问题,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,生成模板,,,将语义表示转化为SPARQL模板,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,生成模板,,,get word category labels,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,基于词性标签和语法规则表示问句,,,based on word category labels and grammar rules to express questions,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,与领域相关或与领域无关的词汇,,,vocabulary related to or unrelated to the domain,
生成模板时，首先需要获取自然语言问题中每个单词的词性标签，然后基于词性标签和语法规则表示问句，接下来利用与领域相关或与领域无关的词汇辅助分析问题，最后将语义表示转化为SPARQL模板。,将语义表示转化为SPARQL模板,,,convert the semantic representation into SPARQL templates,
同一条自然语言问句可能对应着不止一条查询模板。,查询模板,,,同一条自然语言问句,
因此，TBSL就查询模板的排序也提出了一种方法：首先，每个实体根据字符串相似度以及显著度获得一个打分；其次，根据填充槽的多个实体的平均打分得到一个查询模板的分值。,查询模板的排序,,,TBSL,
因此，TBSL就查询模板的排序也提出了一种方法：首先，每个实体根据字符串相似度以及显著度获得一个打分；其次，根据填充槽的多个实体的平均打分得到一个查询模板的分值。,查询模板的排序,,,TBSL,
在此基础上，需要检查查询的实体类型。,查询的实体类型,,,检查查询的实体类型,
形式化来说，对于所有的三元组？xrdf:type<class>，对于查询三元组？xpe和ep?x，我们需要检查p的定义域（domain）和值域（range）是否与<class>一致。,三元组,,,查询三元组？xpe和ep?x,
形式化来说，对于所有的三元组？xrdf:type<class>，对于查询三元组？xpe和ep?x，我们需要检查p的定义域（domain）和值域（range）是否与<class>一致。,等价,,,equivalence,
模板实例化步骤将自然语言问句与知识库中的本体概念建立映射。,模板实例化步骤,,,将自然语言问句与知识库中的本体概念建立映射,
对于Resources和Classes，实体识别的常用方法主要有两点，一是用WordNet定义知识库中标签的同义词，二是计算字符串间的相似度。,实体识别,,,常用方法,
对于Resources和Classes，实体识别的常用方法主要有两点，一是用WordNet定义知识库中标签的同义词，二是计算字符串间的相似度。,实体识别,,,entity recognition,
对于Resources和Classes，实体识别的常用方法主要有两点，一是用WordNet定义知识库中标签的同义词，二是计算字符串间的相似度。,常用方法,,,两点,
对于属性标签，还需要与存储在模式库中的自然语言表示进行比较。,属性标签,,,与存储在模式库中的自然语言表示进行比较,
最高排位的实体将作为填充查询槽位的候选答案。,最高排位的实体,,,填充查询槽位的候选答案,
1.问题“列举所有的电影出品人”2.模板生成3.资源绑定TBSL仍然存在的缺点是创建的模板结构未必和知识图谱中的数据契合。,问题“列举所有的电影出品人”,,,创建模板结构,
另外，考虑到数据建模的各种可能性，对应到一个问题的潜在模板数量会非常的多，同时手工准备海量模板的代价也非常大。,问答系统,,,数据建模,
另外，考虑到数据建模的各种可能性，对应到一个问题的潜在模板数量会非常的多，同时手工准备海量模板的代价也非常大。,对应到一个问题的潜在模板数量,,,potential template numbers,
针对此问题，CUI等人[49]针对简单事实问答模板的大规模生成，在自动化处理方面做了进一步优化，如图8-23所示。,简单事实问答模板的大规模生成,,,自动化处理,
离线过程（Offline_Procedure）侧重基于问题生成模板。,离线过程,,,基于问题生成模板,
模板映射支持BFQ，即询问知识图谱中的三元组，例如“how_many_people_are_there_in_Honolulu?”（实体的描述属性）或者“what_is_the_capital_of_China”（实体的关系属性）。,模板映射,,,BFQ,
模板映射支持BFQ，即询问知识图谱中的三元组，例如“how_many_people_are_there_in_Honolulu?”（实体的描述属性）或者“what_is_the_capital_of_China”（实体的关系属性）。,BFQ,,,模板映射,
"同时，模板映射也支持有特色的问题：排序，例如“which_city_has_the_3rd_largest_population?”；对比，例如“which_city_has_more_people,Honolulu_or_New_Jersey?”；列表，例如“list_cities_ordered_by_population”。",模板映射,,,有特色的问题：排序,
"同时，模板映射也支持有特色的问题：排序，例如“which_city_has_the_3rd_largest_population?”；对比，例如“which_city_has_more_people,Honolulu_or_New_Jersey?”；列表，例如“list_cities_ordered_by_population”。",模板映射,,,对比,
"同时，模板映射也支持有特色的问题：排序，例如“which_city_has_the_3rd_largest_population?”；对比，例如“which_city_has_more_people,Honolulu_or_New_Jersey?”；列表，例如“list_cities_ordered_by_population”。",模板映射,,,列表,
"同时，模板映射也支持有特色的问题：排序，例如“which_city_has_the_3rd_largest_population?”；对比，例如“which_city_has_more_people,Honolulu_or_New_Jersey?”；列表，例如“list_cities_ordered_by_population”。",模板映射,,,template_mapping,
此外，复杂的问题可以利用语法分析技术，先将问题拆分为多个BFQ，然后再到本体中逐个映射到属性，最后再从这些结果中挑选合理的组合。,本体中概念的映射,,,语法分析技术,
此外，复杂的问题可以利用语法分析技术，先将问题拆分为多个BFQ，然后再到本体中逐个映射到属性，最后再从这些结果中挑选合理的组合。,BFQ,,,语义查询,
例如，“when_was_Barack_Obama's_wifeborn?”可以拆分为who's_Barack_Obama's_wife?（Michelle_Obama）和when_was_MichelleObama_born?（1964）。,when_was_Barack_Obama's_wifeborn?,,,查询美国前总统奥巴马妻子出生年份,
例如，“when_was_Barack_Obama's_wifeborn?”可以拆分为who's_Barack_Obama's_wife?（Michelle_Obama）和when_was_MichelleObama_born?（1964）。,when_was_Barack_Obama's_wifeborn?,,,who's_Barack_Obama's_wife?,
例如，“when_was_Barack_Obama's_wifeborn?”可以拆分为who's_Barack_Obama's_wife?（Michelle_Obama）和when_was_MichelleObama_born?（1964）。,who's_Barack_Obama's_wife?,,,Michelle_Obama,
例如，“when_was_Barack_Obama's_wifeborn?”可以拆分为who's_Barack_Obama's_wife?（Michelle_Obama）和when_was_MichelleObama_born?（1964）。,when_was_MichelleObama_born?,,,1964,
"离线过程采用E-M方法计算条件概率分布P（p|t）,p为属性，t为模板。",E-M方法,,,计算条件概率分布P（p|t）,
在线过程（Online_Procedure）侧重模板选择。,在线过程,,,模板选择,
通过概率计算给定问题的最优答案。,问答系统,,,通过概率计算给定问题的最优答案。,
基于给定问题q0，可以提取出c1个实体，每个实体至多有c2个实体分类，因而至多有c3个模板，这些实体至多有p个属性（p为知识库里的所有属性），而每个（实体，属性）c4个值。,实体,,,entity,
基于给定问题q0，可以提取出c1个实体，每个实体至多有c2个实体分类，因而至多有c3个模板，这些实体至多有p个属性（p为知识库里的所有属性），而每个（实体，属性）c4个值。,实体分类,,,entity category,
其中，c1、c2、c3、c4都是常数，所以寻求实体的时间复杂度为对最多对应O（p），这意味每个问题都能快速得到解答，文中报告在线过程回答单个问题的平均时间为79ms。,寻求实体的时间复杂度,,,对最多对应O（p）,
其中，c1、c2、c3、c4都是常数，所以寻求实体的时间复杂度为对最多对应O（p），这意味每个问题都能快速得到解答，文中报告在线过程回答单个问题的平均时间为79ms。,寻求实体的时间复杂度,,,O（p）,
