input,subject,subject_type,data/object,relation,object,object_type
Stardog虽然发布较晚，但其对OWL2推理机制具有良好的支持，同时具备全文搜索、GraphQL查询、路径查询、融合机器学习任务等功能，能够支持多种不同编程语言和Web访问接口，使得Stardog成了一个知识图谱数据存储和查询平台。,Stardog,,,,知识图谱数据存储和查询平台,
（3）原生图数据库。,原生图数据库,,,,概念/产品,
Neo4j是用Java实现的开源图数据库。,Neo4j,,,,用Java实现的开源图数据库,
可以说Neo4j是目前流行程度最高的图数据库产品。,Neo4j,,,,图数据库产品,
如果图数据超过一定规模，系统性能就会因为磁盘、内存等限制而大幅降低。,图数据规模,,,,系统性能降低,
JanusGraph是在原有Titan系统基础上继续开发的开源分布式图数据库，目前是Linux基金会旗下的一个开源项目。,JanusGraph,,,,Titan系统基础上继续开发的开源分布式图数据库,
JanusGraph的存储后端与查询引擎是分离的，由于其可使用分布式Bigtable存储库Cassandra或HBase作为存储后端，因此JanusGraph自然就成了分布式图数据库。,JanusGraph,,,,分布式图数据库,
JanusGraph的存储后端与查询引擎是分离的，由于其可使用分布式Bigtable存储库Cassandra或HBase作为存储后端，因此JanusGraph自然就成了分布式图数据库。,JanusGraph,,,,分布式图数据库,
JanusGraph的主要缺点是分布式查询功能仅限于基于Cassandra或HBase提供的分布式读写实现的简单导航查询，对于很多稍复杂的查询类型，目前还不支持真正意义上的分布式查询处理，例如子图匹配查询、正则路径查询等。,JanusGraph,,,,分布式查询功能,
OrientDB最初是由OrientDB公司开发的多模型数据库管理系统。,OrientDB,,,,多模型数据库管理系统,
其存储层中数据记录之间的关联并不像关系数据库那样通过主外键的引用，而是通过记录之前直接的物理指针。,图数据库,,,,存储层,
其存储层中数据记录之间的关联并不像关系数据库那样通过主外键的引用，而是通过记录之前直接的物理指针。,存储层,,,,存储层,
Cayley是由谷歌公司工程师开发的一款轻量级开源图数据库，于2014年6月在GitHub上发布。,Cayley,,,,谷歌公司工程师开发的一款轻量级开源图数据库,
总体来讲，基于关系的存储系统继承了关系数据库的优势，成熟度较高，在硬件性能和存储容量满足的前提下，通常能够适应千万到十亿三元组规模的管理。,基于关系的存储系统,,,,关系数据库的优势,
官方测评显示，关系数据库Oracle_12c配上空间和图数据扩展组件（Spatial_and_Graph）可以管理的三元组数量高达1.08万亿条[97]。,Oracle_12c,,,,Oracle 12c,
对于一般在百万到上亿三元组的管理，使用稍高配置的单机系统和主流RDF三元组数据库（如Jena、RDF4J、Virtuoso等）完全可以胜任。,RDF三元组数据库,,,,稍高配置的单机系统和主流RDF三元组数据库（如Jena、RDF4J、Virtuoso等）,
对于一般在百万到上亿三元组的管理，使用稍高配置的单机系统和主流RDF三元组数据库（如Jena、RDF4J、Virtuoso等）完全可以胜任。,单机系统,,,,single-machine-system,
对于一般在百万到上亿三元组的管理，使用稍高配置的单机系统和主流RDF三元组数据库（如Jena、RDF4J、Virtuoso等）完全可以胜任。,RDF三元组数据库,,,,主流RDF三元组数据库,
如果需要管理几亿到十几亿以上大规模的RDF三元组，则可尝试部署具备分布式存储与查询能力的数据库系统（如商业版的GraphDB和BlazeGraph、开源的JanusGraph等）。,GraphDB,,,,具备分布式存储与查询能力的数据库系统,
近年来，以Neo4j为代表的图数据库系统发展迅猛，使用图数据库管理RDF三元组也是一种很好的选择；但目前大部分图数据库还不能直接支持RDF三元组存储，对于这种情况，可采用数据转换方式，先将RDF预处理为图数据库支持的数据格式（如属性图模型），再进行后续管理操作。,图数据库管理系统,,,,RDF三元组管理,
近年来，以Neo4j为代表的图数据库系统发展迅猛，使用图数据库管理RDF三元组也是一种很好的选择；但目前大部分图数据库还不能直接支持RDF三元组存储，对于这种情况，可采用数据转换方式，先将RDF预处理为图数据库支持的数据格式（如属性图模型），再进行后续管理操作。,图数据库系统,,,,graph database system,
近年来，以Neo4j为代表的图数据库系统发展迅猛，使用图数据库管理RDF三元组也是一种很好的选择；但目前大部分图数据库还不能直接支持RDF三元组存储，对于这种情况，可采用数据转换方式，先将RDF预处理为图数据库支持的数据格式（如属性图模型），再进行后续管理操作。,RDF三元组,,,,RDF triples,
近年来，以Neo4j为代表的图数据库系统发展迅猛，使用图数据库管理RDF三元组也是一种很好的选择；但目前大部分图数据库还不能直接支持RDF三元组存储，对于这种情况，可采用数据转换方式，先将RDF预处理为图数据库支持的数据格式（如属性图模型），再进行后续管理操作。,图数据库,,,,graph database,
目前，还没有一种数据库系统被公认为是具有主导地位的知识图谱数据库。,数据库系统,,,,没有一种数据库系统被公认为是具有主导地位的知识图谱数据库,
但可以预见，随着三元组库和图数据库的相互融合发展，知识图谱的存储和数据管理手段将愈加丰富和强大。,知识图谱,,,,存储和数据管理手段,
"1.6.2知识图谱与智能问答基于知识图谱的问答（Knowledge-based_Question_Answering,KBQA，下称“知识问答”）是智能问答系统的核心功能，是一种人机交互的自然方式。",知识问答,,,,智能问答系统核心功能,
知识问答依托一个大型知识库（知识图谱、结构化数据库等），将用户的自然语言问题转化成结构化查询语句（如SPARQL、SQL等），直接从知识库中导出用户所需的答案。,知识问答,,,,依托一个大型知识库将用户的自然语言问题转化成结构化查询语句直接从知识库中导出用户所需的答案,
近几年，知识问答聚焦于解决事实型问答，问题的答案是一个实义词或实义短语。,知识问答,,,,解决事实型问答,
如“中国的首都是哪个城市？北京”或“菠菜是什么颜色的？绿色”。,中文名,,,,SPO三元组,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,,,,按问题类型,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,,,,Single-hop_Questions,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,事实型问题,,,,Multi-hop_Questions,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,按问题类型,,,,单知识点问题,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,按问题的领域,,,,垂直领域问题,
事实型问题按问题类型可分为单知识点问题（Single-hop_Questions）和多知识点问题（Multi-hop_Questions）；按问题的领域可分为垂直领域问题和通用领域问题。,按问题的领域,,,,通用领域问题,
相对于通用领域或开放领域，垂直领域下的知识图谱规模更小、精度更高，知识问答的质量更容易提升。,知识问答,,,,垂直领域下的知识图谱,
知识问答技术的成熟与落地不仅能提高人们检索信息的精度和效率，还能提升用户的产品体验。,知识问答技术,,,,技术成熟与落地,
无论依托的知识库的规模如何，用户总能像“跟人打交道一样”使用自然语言向机器提问并得到反馈，便利性与实用性共存。,问答系统,,,,便利性与实用性共存,
攻克知识问答的关键在于理解并解析用户提出的自然语言问句。,知识问答,,,,理解并解析用户提出的自然语言问句,
这涉及自然语言处理、信息检索和推理（Reasoning）等多个领域的不同技术。,知识问答,,,,自然语言处理,
这涉及自然语言处理、信息检索和推理（Reasoning）等多个领域的不同技术。,知识问答,,,,信息检索,
这涉及自然语言处理、信息检索和推理（Reasoning）等多个领域的不同技术。,知识问答,,,,推理,
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,相关研究工作,,,,国内外学者的关注,
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,基于语义解析的方法,,,,Semantic_Parsing,
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,基于信息检索的方法,,,,Information_Retrieval,
相关研究工作在近五年来受到越来越多国内外学者的关注，研究方法主要可分为三大类：基于语义解析（Semantic_Parsing）的方法、基于信息检索（Information_Retrieval）的方法和基于概率模型（Probabilistic_Models）的方法。,基于概率模型的方法,,,,Probabilistic_Models,
大部分先进的知识问答方法是基于语义解析的，目的是将自然语言问句解析成结构化查询语句，进而在知识库上执行查询得到答案。,先进的知识问答方法,,,,基于语义解析,
大部分先进的知识问答方法是基于语义解析的，目的是将自然语言问句解析成结构化查询语句，进而在知识库上执行查询得到答案。,先进的知识问答方法,,,,基于语义解析,
通常，自然语言问句经过语义解析后，所得的语义结构能解释答案的产生。,语义解析后所得的语义结构,,,,解释答案的产生,
在实际工程应用中，这一点优势不仅能帮助用户理解答案的产生，还能在产生错误答案时帮助开发者定位错误的可能来源。,知识问答,,,,理解答案的产生,
在实际工程应用中，这一点优势不仅能帮助用户理解答案的产生，还能在产生错误答案时帮助开发者定位错误的可能来源。,知识问答,,,,定位错误的可能来源,
微软在利用语义解析技术解决单知识点问答（Single-hop_Question_Answering）中有突出贡献。,语义解析技术,,,,解决单知识点问答,
如回答“姚明的妻子是谁？”，可先通过计算语义相似性将问句解析成形如“（姚明，妻子，?）”的查询。,语义相似性,,,,将问句解析成形如“（姚明，妻子，?）”的查询,
其中，话题词是“姚明”，问题中包含的关系为“妻子”（或“配偶”），再在知识库中执行查询，得到答案。,话题词,,,,“姚明”,
其中，话题词是“姚明”，问题中包含的关系为“妻子”（或“配偶”），再在知识库中执行查询，得到答案。,话题词,,,,“姚明”,
其中，话题词是“姚明”，问题中包含的关系为“妻子”（或“配偶”），再在知识库中执行查询，得到答案。,问题中包含的关系,,,,“妻子”,
2015年，叶等人[99]强调，直接从大型知识库中寻找与问句含义匹配的关系是比较困难的。,等价,,,,直接从大型知识库中寻找与问句含义匹配的关系是比较困难的,
论文中首先采用实体链接（Entity_Linking）定位话题词，再从与话题词相关的关系子集中寻找与问句含义匹配的关系，从而将问句解析成一个结构化的查询。,实体链接（Entity_Linking）,,,,定位话题词,
论文中首先采用实体链接（Entity_Linking）定位话题词，再从与话题词相关的关系子集中寻找与问句含义匹配的关系，从而将问句解析成一个结构化的查询。,实体链接,,,,Entity_Linking,
2016年，叶等人[100]继承了斯坦福自然语言处理组开源的WebQuestions数据集，并在此基础上标注了问题的语义解析结果（SPARQL查询），贡献了WebQuestionsSP数据集。,WebQuestionsSP数据集,,,,WebQuestions数据集的语义解析结果（SPARQL查询）,
2016年，叶等人[100]继承了斯坦福自然语言处理组开源的WebQuestions数据集，并在此基础上标注了问题的语义解析结果（SPARQL查询），贡献了WebQuestionsSP数据集。,WebQuestionsSP,,,,WebQuestionsSP,
在基于语义解析的方法训练过程中，问答模型隐式地学习了标注数据中蕴涵的语法解析规律。,基于语义解析的方法训练,,,,问答模型隐式地学习了标注数据中蕴涵的语法解析规律,
这使得模型能具有更好的可解释性。,概念/模型,,,,可解释性,
但是，数据标注需要花费大量的人力和财力，是不切实际的。,数据标注,,,,不切实际,
而基于信息检索的方法回避了这个问题。,基于信息检索的方法,,,,基于信息检索的SPO三元组抽取,
基于信息检索的知识问答大致可分为两步：①通过粗粒度信息检索，在知识库中直接筛选出候选答案；②根据问句中抽取出的特征，对候选答案进行排序。,基于信息检索的知识问答,,,,通过粗粒度信息检索，在知识库中直接筛选出候选答案,
基于信息检索的知识问答大致可分为两步：①通过粗粒度信息检索，在知识库中直接筛选出候选答案；②根据问句中抽取出的特征，对候选答案进行排序。,基于信息检索的知识问答,,,,根据问句中抽取出的特征，对候选答案进行排序,
基于信息检索的知识问答大致可分为两步：①通过粗粒度信息检索，在知识库中直接筛选出候选答案；②根据问句中抽取出的特征，对候选答案进行排序。,基于信息检索的知识问答,,,,基于信息检索的知识问答,
这就要求模型对问句的语义有充分的理解。,问答问答系统,,,,模型对问句的语义有充分的理解,
而在自然语言中，词语同义替换等语言现象提升了理解问题的难度。,词语同义替换,,,,理解问题的难度,
[102]为了实现有效的信息检索式知识问答，学者们聚焦于如何让机器理解用户的问题，以及掌握问题与知识库间的匹配规律。,信息检索式知识问答,,,,让机器理解用户的问题，以及掌握问题与知识库间的匹配规律,
"可行的方法包括：●集成额外的文本信息[101]，如Wikipedia或搜索引擎结果；●提出更多、更复杂的网络结构，如多列卷积神经网络[102]（Multi-ColumnConvolutional_Neural_Networks,MCCNN）、深度残差双向长短时记忆网络[6]（DeepResidual_Bidirectional_Long_Short-term_Memory_Network）和注意力最大池化层[103]（Attentive_Max_Pooling_Layer）；●联合训练[104]实体链接和关系检测两个模块。",集成额外的文本信息,,,,集成额外的文本信息[101],
"可行的方法包括：●集成额外的文本信息[101]，如Wikipedia或搜索引擎结果；●提出更多、更复杂的网络结构，如多列卷积神经网络[102]（Multi-ColumnConvolutional_Neural_Networks,MCCNN）、深度残差双向长短时记忆网络[6]（DeepResidual_Bidirectional_Long_Short-term_Memory_Network）和注意力最大池化层[103]（Attentive_Max_Pooling_Layer）；●联合训练[104]实体链接和关系检测两个模块。",提出更多、更复杂的网络结构,,,,多列卷积神经网络[102],
"可行的方法包括：●集成额外的文本信息[101]，如Wikipedia或搜索引擎结果；●提出更多、更复杂的网络结构，如多列卷积神经网络[102]（Multi-ColumnConvolutional_Neural_Networks,MCCNN）、深度残差双向长短时记忆网络[6]（DeepResidual_Bidirectional_Long_Short-term_Memory_Network）和注意力最大池化层[103]（Attentive_Max_Pooling_Layer）；●联合训练[104]实体链接和关系检测两个模块。",联合训练,,,,实体链接和关系检测两个模块,
"除上述两大流派外，有部分学者将知识问答问题看作是一个条件概率问题[105,106]，即是要求给定问句Q时，答案为α的概率P（A=α|Q），进而引入概率分解[9]或变分推理[107]的技巧，将目标概率分而治之。",知识问答问题,,,,条件概率问题,
"除上述两大流派外，有部分学者将知识问答问题看作是一个条件概率问题[105,106]，即是要求给定问句Q时，答案为α的概率P（A=α|Q），进而引入概率分解[9]或变分推理[107]的技巧，将目标概率分而治之。",知识问答问题,,,,条件概率问题,
大部分已有的知识问答解决方案都停留在回答单知识点事实型问题上。,知识问答解决方案,,,,回答单知识点事实型问题,
在这类问题中，基于语义解析的方法和基于信息检索的方法并不呈完全割裂、对立的关系[1]。,基于语义解析的方法,,,,基于信息检索的方法,
二者几乎都把知识问答看作是话题词识别和关系检测两个子任务串行。,知识问答,,,,话题词识别和关系检测两个子任务,
二者几乎都把知识问答看作是话题词识别和关系检测两个子任务串行。,知识问答,,,,knowledge question answering,
在一些论文中，学者们声称单知识点问答已接近人类水平[108]。,单知识点问答,,,,接近人类水平,
未来，学者们必然将更多的精力投入解决复杂的多知识点事实型问答上。,未来问答系统,,,,解决复杂的多知识点事实型问答,
这类问题涉及的自然语言现象更丰富，如关系词的词汇组合性[109]（Sub-Lexical_Compositionality）、多关系词间语序等。,关系词的词汇组合性,,,,Sub-Lexical_Compositionality,
这类问题涉及的自然语言现象更丰富，如关系词的词汇组合性[109]（Sub-Lexical_Compositionality）、多关系词间语序等。,多关系词间语序,,,,Inter-Relative_Word_Order,
另外一种思路是：研究如何将多知识点问题转化为单知识点问题。,将多知识点问题转化为单知识点问题,,,,另外一种思路,
因此，先进的单知识点问答模型直接被复用。,先进的单知识点问答模型,,,,复用,
除此之外，在理解问题、回答问题的过程中，模型应具备更强的推理能力和更好的可解释性。,模型,,,,理解问题、回答问题的过程,
除此之外，在理解问题、回答问题的过程中，模型应具备更强的推理能力和更好的可解释性。,推理能力,,,,reasoning ability,
除此之外，在理解问题、回答问题的过程中，模型应具备更强的推理能力和更好的可解释性。,可解释性,,,,explanability,
更强的推理能力能满足用户的复杂提问需求。,更强的推理能力,,,,满足用户的复杂提问需求,
更好的可解释性使用户在“知其然”的同时“知其所以然”。,更好的可解释性,,,,使用户在“知其然”的同时“知其所以然”,
1.6.3知识图谱与机器推理推理是指基于已知的事实或知识推断得出未知的事实或知识的过程。,推理,,,,基于已知的事实或知识推断得出未知的事实或知识的过程。,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,演绎推理（Deductive_Reasoning）,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,溯因推理（Inductive_Reasoning）,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,归纳推理（Abductive_Reasoning）,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,类比推理（Analogical_Reasoning）,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,Deductive_Reasoning,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,Inductive_Reasoning,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,Abductive_Reasoning,
典型的推理包括演绎推理（Deductive_Reasoning）、溯因推理（Inductive_Reasoning）、归纳推理（Abductive_Reasoning）、类比推理（Analogical_Reasoning）等。,推理,,,,Analogical_Reasoning,
"在知识图谱中，推理主要用于对知识图谱进行补全（Knowledge_Base_Completion,KBC）和知识图谱质量的校验。",推理,,,,补全知识图谱，校验知识图谱质量,
"在知识图谱中，推理主要用于对知识图谱进行补全（Knowledge_Base_Completion,KBC）和知识图谱质量的校验。",推理,,,,Reasoning,
知识图谱中的知识可分为概念层和实体层。,知识图谱,,,,概念层,
知识图谱中的知识可分为概念层和实体层。,知识图谱,,,,实体层,
知识图谱推理的任务是根据知识图谱中已有的知识推理出新的知识或识别出错误的知识。,知识图谱推理,,,,根据知识图谱中已有的知识推理出新的知识或识别出错误的知识,
知识图谱推理的任务是根据知识图谱中已有的知识推理出新的知识或识别出错误的知识。,知识图谱推理,,,,infer new knowledge or identify wrong knowledge according to the knowledge in knowledge graph,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,概念层推理,,,,概念之间的包含关系推理,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层推理,,,,链接预测与冲突检测,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层推理,,,,实体层与概念层之间的推理,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,概念层推理,,,,实例检测,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,概念层的推理,,,,概念之间的包含关系推理,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层的推理,,,,链接预测与冲突检测,
其中，概念层的推理主要包括概念之间的包含关系推理，实体层的推理主要包括链接预测与冲突检测，实体层与概念层之间的推理主要包括实例检测。,实体层与概念层之间的推理,,,,实例检测,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,推理,,,,基于规则的推理,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,推理,,,,基于分布式表示学习的推理,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,推理,,,,基于神经网络的推理,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,推理,,,,混合推理,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,推理,,,,reasoning,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,基于规则的推理,,,,based on rule,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,基于分布式表示学习的推理,,,,based on distributed representation learning,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,基于神经网络的推理,,,,based on neural network,
推理的方法主要包含基于规则的推理、基于分布式表示学习的推理、基于神经网络的推理以及混合推理。,混合推理,,,,hybrid reasoning,
1.基于规则的推理基于规则的推理通过定义或学习知识中存在的规则进行推理。,基于规则的推理,,,,基于定义或学习知识中存在的规则进行推理,
1.基于规则的推理基于规则的推理通过定义或学习知识中存在的规则进行推理。,基于规则的推理,,,,based on rule reasoning,
根据规则的真值类型，可分为硬逻辑规则和软逻辑规则。,硬逻辑规则,,,,规则的真值类型,
根据规则的真值类型，可分为硬逻辑规则和软逻辑规则。,硬逻辑规则,,,,hard logic rules,
根据规则的真值类型，可分为硬逻辑规则和软逻辑规则。,软逻辑规则,,,,soft logic rules,
硬逻辑规则中的每条规则的真值都为1，即绝对正确，人工编写的规则多为硬逻辑规则。,硬逻辑规则,,,,人工编写的规则,
硬逻辑规则中的每条规则的真值都为1，即绝对正确，人工编写的规则多为硬逻辑规则。,硬逻辑规则,,,,hard logical rules,
软逻辑规则即每条规则的真值为区间在0到1之间的概率，规则挖掘系统的结果多为软逻辑规则，其学习过程一般是基于规则中结论与条件的共现特征，典型方法有AMIE[110]等。,软逻辑规则,,,,规则挖掘系统的学习过程,
软逻辑规则即每条规则的真值为区间在0到1之间的概率，规则挖掘系统的结果多为软逻辑规则，其学习过程一般是基于规则中结论与条件的共现特征，典型方法有AMIE[110]等。,软逻辑规则,,,,soft logic rules,
软逻辑规则可通过真值重写转化为硬逻辑规则。,软逻辑规则,,,,真值重写转化为硬逻辑规则,
软逻辑规则可通过真值重写转化为硬逻辑规则。,软逻辑规则,,,,真值重写转化为硬逻辑规则,
硬逻辑规则可写成知识图谱本体中的SWRL规则，然后通过如Pellet、Hermit等本体推理机进行推理。,硬逻辑规则,,,,知识图谱本体中的SWRL规则,
硬逻辑规则可写成知识图谱本体中的SWRL规则，然后通过如Pellet、Hermit等本体推理机进行推理。,硬逻辑规则,,,,SWRL规则,
规则推理在大型知识图谱上的效率受限于它的离散性，Cohen提出了一个可微的规则推理机TensorLog[111]。,规则推理,,,,可微的规则推理机TensorLog,
规则推理在大型知识图谱上的效率受限于它的离散性，Cohen提出了一个可微的规则推理机TensorLog[111]。,规则推理,,,,TensorLog,
基于规则的推理方法最主要的优点是在通常情况下规则比较接近人思考问题时的推理过程，其推理结论可解释，所以对人比较友好。,基于规则的推理方法,,,,对人比较友好,
基于规则的推理方法最主要的优点是在通常情况下规则比较接近人思考问题时的推理过程，其推理结论可解释，所以对人比较友好。,基于规则的推理方法,,,,基于规则的推理,
在知识图谱中已经沉淀的规则具有较好的演绎能力。,知识图谱,,,,沉淀的规则,
2.基于分布式表示学习的推理分布式表示学习的核心是将知识图谱映射到连续的向量空间中，并为知识图谱中的元素学习分布式表示为低维稠密的向量或矩阵。,基于分布式表示学习的推理,,,,分布式表示学习,
2.基于分布式表示学习的推理分布式表示学习的核心是将知识图谱映射到连续的向量空间中，并为知识图谱中的元素学习分布式表示为低维稠密的向量或矩阵。,基于分布式表示学习的推理,,,,基于分布式表示学习的推理,
分布式表示学习通过各元素的分布式表示之间的计算完成隐式的推理。,分布式表示学习,,,,各元素的分布式表示之间的计算完成隐式的推理,
多数表示学习方法以单步关系即单个三元组为输入和学习目标，不同的分布式表示学习方法对三元组的建模基于不同的空间假设。,分布式表示学习方法,,,,基于不同的空间假设,
例如，以TransE[112]为代表的Trans系列模型基于的是关系向量表示在空间中的平移不变性，故将关系向量看作是头实体向量到尾实体向量的翻译并采用向量加法模拟；以DistMult[113]为代表的线性转换模型将关系表示为矩阵，头实体的向量可经过关系矩阵的线性变换转换为尾实体；以RESCAL[114]为代表的模型将知识图谱表示为高维稀疏的三维张量，通过张量分解得到实体和关系的表示。,TransE,,,,基于关系向量表示在空间中的平移不变性将关系向量看作是头实体向量到尾实体向量的翻译并采用向量加法模拟,
例如，以TransE[112]为代表的Trans系列模型基于的是关系向量表示在空间中的平移不变性，故将关系向量看作是头实体向量到尾实体向量的翻译并采用向量加法模拟；以DistMult[113]为代表的线性转换模型将关系表示为矩阵，头实体的向量可经过关系矩阵的线性变换转换为尾实体；以RESCAL[114]为代表的模型将知识图谱表示为高维稀疏的三维张量，通过张量分解得到实体和关系的表示。,DistMult,,,,将关系表示为矩阵头实体的向量可经过关系矩阵的线性变换转换为尾实体,
例如，以TransE[112]为代表的Trans系列模型基于的是关系向量表示在空间中的平移不变性，故将关系向量看作是头实体向量到尾实体向量的翻译并采用向量加法模拟；以DistMult[113]为代表的线性转换模型将关系表示为矩阵，头实体的向量可经过关系矩阵的线性变换转换为尾实体；以RESCAL[114]为代表的模型将知识图谱表示为高维稀疏的三维张量，通过张量分解得到实体和关系的表示。,RESCAL,,,,将知识图谱表示为高维稀疏的三维张量通过张量分解得到实体和关系的表示,
考虑到知识图谱中的多步推理的表示学习方法有PTransE[115]和CVSM[116]。,PTransE,,,,多步推理的表示学习方法,
考虑到知识图谱中的多步推理的表示学习方法有PTransE[115]和CVSM[116]。,多步推理的表示学习方法,,,,PTransE,
3.基于神经网络的推理基于神经网络的推理通过神经网络的设计模拟知识图谱推理，其中NTN[117]用一个双线性张量层判断头实体和尾实体的关系，ConvE[118]等在实体和关系的表示向量排布出的二维矩阵上采用卷机神经网络进行链接预测，R-GCN[119]通过图卷积网络捕捉实体的相邻实体信息，IRN[120]采用记忆矩阵以及以递归神经网络为结构的控制单元模拟多步推理的过程。,基于神经网络的推理,,,,基于神经网络的推理,
基于神经网络的知识图谱推理表达能力强，在链接预测等任务上取得了不错的效果。,基于神经网络的知识图谱推理,,,,链接预测,
网络结构的设计多样，能够满足不同的推理需求。,网络结构,,,,设计多样能够满足不同的推理需求,
4.混合推理混合推理一般结合了规则、表示学习和神经网络。,混合推理,,,,规则、表示学习和神经网络,
例如，NeuralLP[121]是一种可微的知识图谱推理方法，融合了关系的表示学习、规则学习以及循环神经网络，由LSTM生成多步推理中的隐变量，并通过隐变量生成在多步推理过程中对每种关系的注意力。,NeuralLP,,,,可微的知识图谱推理方法,
例如，NeuralLP[121]是一种可微的知识图谱推理方法，融合了关系的表示学习、规则学习以及循环神经网络，由LSTM生成多步推理中的隐变量，并通过隐变量生成在多步推理过程中对每种关系的注意力。,NeuralLP,,,,可微的知识图谱推理方法,
DeepPath[122]和MINERVA[123]用强化学习方法学习知识图谱多步推理过程中的路径选择策略。,DeepPath,,,,DeepPath,
RUGE[124]将已有的推理规则输入知识图谱表示学习过程中，约束和影响表示学习结果并取得更好的推理效果。,RUGE,,,,知识图谱表示学习过程,
RUGE[124]将已有的推理规则输入知识图谱表示学习过程中，约束和影响表示学习结果并取得更好的推理效果。,RUGE,,,,知识图谱表示学习,
文献[125]使用了对抗生成网络（GAN）提升知识图谱表示学习过程中的负样本生成效率。,对抗生成网络（GAN）,,,,提升知识图谱表示学习过程中的负样本生成效率,
混合推理能够结合规则推理、表示学习推理以及神经网络推理的能力并实现优势互补，能够同时提升推理结果的精确性和可解释性。,混合推理,,,,结合规则推理、表示学习推理以及神经网络推理的能力并实现优势互补,
